circRNA,disease,miRNA
hsa_circ_0089105,Breast cancer,unknown
hsa_circ_0089153,Ameloblastoma,unknown
hsa_circ_0089172,Hashimoto's thyroiditis,unknown
hsa_circ_0001895/hsa_circ_000760,Gastric cancer,unknown
hsa_circ_0089231,Cervical cancer,unknown
hsa_circ_0001897/hsa_circ_000994,Gastric cancer,unknown
hsa_circ_0001897/hsa_circ_000994,Proliferative diabetic retinopathy,unknown
circRNA9227,Esophageal cancer,unknown
hsa_circ_0089310,Major depressive disorder,"miR-765, miR-495-3p, miR-665, miR-193b-5p, miR-124-5p"
circADAMTS13,Hepatocellular carcinoma,unknown
hsa_circ_0089378,Coronary artery disease,unknown
hsa_circ_0004520,Acute myeloid leukemia,unknown
hsa_circ_0007482,Keloid,unknown
hsa_circ_0007482,Pterygium,unknown
hsa_circ_0001900,Colorectal cancer,unknown
hsa_circ_0089548,Gastric cancer,unknown
hsa_circ_0089552,Non-small cell lung cancer,unknown
hsa_circ_0006502/hsa_circRNA_104964,Active pulmonary tuberculosis,unknown
hsa_circ_0086375,Pancreatic cancer,unknown
hsa_circ_0086376,Colorectal cancer,unknown
hsa_circ_0086376,Acne,unknown
hsa_circ_0086414,Lung cancer,unknown
hsa_circ_0086414,Oral squamous cell carcinoma,unknown
hsa_circ_0008732/hsa_circRNA_104738,Basal cell carcinoma,unknown
hsa_circ_0008732/hsa_circRNA_104738,Ovarian cancer,unknown
hsa_circ_0086419/hsa_circRNA_104739,Basal cell carcinoma,unknown
hsa_circ_0086458,Renal cell carcinoma,unknown
hsa_circ_0008574,Atherosclerosis,"miR-4659a/b, miR-3184-3p, miR-5571-5p"
hsa_circ_0007850,Hepatic steatosis,unknown
hsa_circ_0003575,Atherosclerosis,unknown
hsa_circ_0086241,Breast cancer,unknown
hsa_circ_0008344,Glioblastoma,unknown
hsa_circ_0001846,Triple negative breast cancer,unknown
hsa_circ_0001846,Cervical cancer,unknown
hsa_circ_0003496,Osteosarcoma,unknown
hsa_circ_0003141,Hepatocellular carcinoma,unknown
hsa_circ_0086720,Non-small cell lung cancer,unknown
hsa_circ_0001850,Proliferative diabetic retinopathy,unknown
hsa_circ_0001836,Glioblastoma,unknown
Hsa_circ_0086996,Osteosarcoma,unknown
hsa_circ_0008133,Non-small cell lung cancer,unknown
hsa_circ_0001859/hsa_circ_001783,Rheumatoid arthritis,unknown
hsa_circ_0001859/hsa_circ_001783,Breast cancer,miR-200c-3p
hsa_circ_0001861,Idiopathic pulmonary fibrosis,hsa_miR-650
hsa_circ_0087064,Breast cancer,unknown
hsa_circ_0004221,Lung cancer,unknown
hsa_circ_0002874,Bladder cancer,unknown
hsa_circ_0002874,Breast cancer,unknown
hsa_circ_0007362,Nonfunctioning pituitary adenomas,unknown
hsa_circ_0001839,Breast cancer,unknown
hsa_circ_0138896,Breast cancer,unknown
chr9:74522734-74523039,Bladder cancer,unknown
hsa_circ_0087198,Pterygium,unknown
hsa_circ_0138960,Gastric cancer,unknown
hsa_circ_0087207,Uterine leiomyoma,unknown
hsa_circ_0087206,Diabetes retinopathy,unknown
hsa_circ_0087212,Tongue squamous cell carcinoma,unknown
hsa_circ_0087215,Diabetes retinopathy,unknown
hsa_circ_0006459,Dengue fever,unknown
chr9:80869752–80879232,Acute ischemic stroke,unknown
hsa_circ_0087293,Hepatocellular carcinoma,unknown
has_circ_0139142,Retinoblastoma,unknown
circ_UBQLN1,Temporal Lobe Epilepsy,unknown
hsa_circ_0001866,Systemic lupus erythematosus,unknown
hsa_circ_0087377,Breast cancer,unknown
hsa_circ_0087378,Esophageal cancer,unknown
hsa_circ_0087378,Breast cancer,unknown
hsa_circ_0001868,Periventricular white matter damage,unknown
hsa_circ_0087391,Colon cancer,unknown
hsa_circ_0087432,Cervical cancer,unknown
hsa_circ_0001874/hsa_circ_001547,Oral squamous cell carcinoma,unknown
hsa_circ_0008193,Lung cancer,unknown
hsa_circ_0087537,Facet joint osteoarthritis,unknown
hsa_circ_0005218,Preeclampsia,unknown
hsa_circ_0001875,Breast cancer,"hsa-miR-412-3p, hsa-miR-363-5p, hsa-miR-608, hsa-miR-564, hsa-miR-196b-3p"
hsa_circ_0003972,Rheumatoid arthritis,unknown
hsa_circ_0139402,Cholangiocarcinoma,unknown
hsa_circ_0087653,Pterygium,unknown
hsa_circ_0089762,Chronic lymphocytic leukemia,unknown
hsa_circ_0001907,Major depressive disorder,unknown
hsa_circ_0001910,Multiple myeloma,unknown
hsa_circ_0001910,Breast cancer,unknown
hsa_circ_0091382,Hypopharyngeal carcinoma,unknown
circRNA120,Esophageal cancer,unknown
hsa_circ_0001944,Bladder cancer,unknown
hsa_circ_0001944,Breast cancer,unknown
hsa_circ_0091570,Hepatocellular carcinoma,unknown
hsa_circ_0091579,Hepatocellular carcinoma,"miR-96, miR-1271, miR-520c-3p, miR-219-5p"
hsa_circ_0091581,Hepatocellular carcinoma,unknown
CDR1as/ciRS-7/hsa_circ_0001946,Osteosarcoma,unknown
CDR1as/ciRS-7/hsa_circ_0001946,Prostate cancer,unknown
CDR1as/ciRS-7/hsa_circ_0001946,Pulmonary hypertension,unknown
CDR1as/ciRS-7/hsa_circ_0001946,Bladder cancer,unknown
CDR1as/ciRS-7/hsa_circ_0001946,Breast cancer,unknown
CDR1as/ciRS-7/hsa_circ_0001946,Cholangiocarcinoma,unknown
CDR1as/ciRS-7/hsa_circ_0001946,Esophageal cancer,unknown
CDR1as/ciRS-7/hsa_circ_0001946,Heart failure,unknown
CDR1as/ciRS-7/hsa_circ_0001946,Laryngeal cancer,unknown
CDR1as/ciRS-7/hsa_circ_0001946,Nasopharyngeal carcinoma,unknown
CDR1as/ciRS-7/hsa_circ_0001946,Ovarian cancer,unknown
CDR1as/ciRS-7/hsa_circ_0001946,Periodontitis,unknown
CDR1as/ciRS-7/hsa_circ_0001946,Triple negative breast cancer,unknown
CDR1as/ciRS-7/hsa_circ_0001946,Alzheimers disease,unknown
CDR1as/ciRS-7/hsa_circ_0001946,Celebral development,unknown
CDR1as/ciRS-7/hsa_circ_0001946,Colorectal cancer,unknown
CDR1as/ciRS-7/hsa_circ_0001946,Gastric cancer,unknown
CDR1as/ciRS-7/hsa_circ_0001946,Glioblastoma,miR-671-5p
CDR1as/ciRS-7/hsa_circ_0001946,Hepatocellular carcinoma,unknown
CDR1as/ciRS-7/hsa_circ_0001946,Pancreatic cancer,unknown
CDR1as/ciRS-7/hsa_circ_0001946,Atherosclerosis,unknown
CDR1as/ciRS-7/hsa_circ_0001946,Cervical cancer,unknown
CDR1as/ciRS-7/hsa_circ_0001946,Coronary heart disease,unknown
CDR1as/ciRS-7/hsa_circ_0001946,Lung cancer,unknown
CDR1as/ciRS-7/hsa_circ_0001946,Non-small cell lung cancer,unknown
circ_AFF2,Hematopoiesis,unknown
hsa_circ_0001947/hsa_circ_000510,Acute myeloid leukemia,unknown
hsa_circ_0001947/hsa_circ_000510,Gastric cancer,unknown
hsa_circ_0001947/hsa_circ_000510,Rheumatoid arthritis,unknown
hsa_circ_0139897,Hepatocellular carcinoma,unknown
hsa_circ_0091702,Pneumonia,unknown
hsa_circ_0091702,Intervertebral disc degeneration,"miR-106b-5p, miR-661, miR-302a-3p, miR-302b-3p, miR-93-5p"
hsa_circ_0091742,Gastric cancer,unknown
hsa_circ_0091822,Cervical cancer,unknown
hsa_circ_0008131,Papillary thyroid carcinoma,"hsa-miR-134-3p, hsa-miR-149-5p, hsa-miR-504-5p, hsa-miR-339-5p, hsa-miR-329-5p"
hsa_circ_0092012,Laryngeal cancer,unknown
hsa_circ_0092024,Bladder cancer,unknown
hsa_circ_0092125,Oral squamous cell carcinoma,unknown
circRNA167,Esophageal cancer,unknown
hsa_circ_0139996,Gastric cancer,unknown
hsa_circ_0089974,Esophageal cancer,"miR-873-5p, miR-23b-5p, miR-181a-2-3p, miR-93-3p, miR-299-3p"
hsa_circ_0090002,Acute ischemic stroke,unknown
hsa_circ_0090049,Hepatocellular carcinoma,unknown
hsa_circ_0089810,Primary great saphenous vein varicosities,unknown
hsa_circ_0007290,Acute ischemic stroke,unknown
hsa_circ_0003732,Osteosarcoma,unknown
hsa_circ_0140388,Colorectal cancer,unknown
hsa_circ_0002532,Acute pancreatitis,unknown
hsa_circ_0090876,Acute myocardial infarction,unknown
hsa_circ_0007445,Preeclampsia,unknown
hsa_circ_0004379,Glioblastoma,unknown
hsa_circ_0007255,Bladder cancer,unknown
hsa_circ_0007255,Triple negative breast cancer,unknown
hsa_circ_0090956,Glioblastoma,unknown
hsa_circ_0091017,Bladder cancer,unknown
hsa_circ_0091074,Triple negative breast cancer,unknown
hsa_circ_0140628,Steroid-induced osteonecrosis of the femoral head,unknown
hsa_circ_0092233,Proliferative vitreoretinopathy,unknown
circ_USP9Y,Temporal Lobe Epilepsy,"hsa-miR-18b-3p, hsa-miR-670-5p, hsa-miR-23a-5p, hsa-miR-125a-3p, hsa-miR-125b-5p"
hsa_circ_0092246,Proliferative vitreoretinopathy,unknown
hsa_circ_0092256,Proliferative vitreoretinopathy,unknown
hsa_circ_0008297,Tuberculosis,unknown
hsa_circ_0005757,Proliferative vitreoretinopathy,unknown
hsa_circ_0009024,Proliferative vitreoretinopathy,unknown
hsa_circ_0009024,Tuberculosis,"miR-6844, miR-1248, miR-141-5p, miR-545-5p, miR-95-5p"
hsa_circ_0092220,Proliferative vitreoretinopathy,unknown
hsa_circ_0092221,Intervertebral disc degeneration,"miR-4776-3p, miR-5590-5p, miR-4659a-5p, miR-4659b-5p, miR-2682-3p"
hsa_circ_0092222,Intervertebral disc degeneration,"miR-7110-3p, miR-4776-3p, miR-6873-3p, miR-5590-5p, miR-4659a-5p"
hsa_circ_0092222,Proliferative vitreoretinopathy,unknown
hsa_circ_0001953,Tuberculosis,"miR-767-5p, miR-1298-3p, miR-132-3p, miR-885-5p, miR-196a-5p"
hsa_circ_000334,Oral squamous cell carcinoma,unknown
hsa_circ_006371,Oral squamous cell carcinoma,unknown
hsa_circ_006740,Oral squamous cell carcinoma,unknown
hsa_circRNA_100876,Osteosarcoma,unknown
hsa_circRNA_104075,Hepatocellular carcinoma,unknown
hsa_circ_400068,Renal cell carcinoma,unknown
hsa_circ_006352,Ovarian cancer,unknown
hsa_circRNA_100338,Hepatocellular carcinoma,unknown
hsa_circRNA_102034,Breast cancer,unknown
hsa_circRNA_104433,Gastric cancer,unknown
hsa_circRNA8662–12,Hepatocellular carcinoma,unknown
hsa_circ_103809,Hepatocellular carcinoma,unknown
circ_ARL3,Hepatitis B,unknown
circ_ARL15,Intervertebral disc degeneration,unknown
circ_DENND4C,Hepatocellular carcinoma,unknown
circ_MYBL2,Multiple myeloma,unknown
circPRKCI,Glioblastoma,unknown
circRNF13,Acute myeloid leukemia,unknown
hsa_circRPPH1_015,Breast cancer,unknown
circRNA-SMG1.72,Hepatocellular carcinoma,unknown
hsa_circRNA_102336,Bladder cancer,unknown
circ_UBXN7,Liver cancer,unknown
hsa_circRNA_000843,Alzheimer's disease,unknown
hsa_circRNA_101618,Alzheimer's disease,unknown
hsa_circRNA_103366,Alzheimer's disease,unknown
hsa_circRNA_103936,Alzheimer's disease,unknown
hsa_circRNA_104395,Alzheimer's disease,unknown
hsa_circRNA_402904,Alzheimer's disease,unknown
hsa_circRNA_403472,Alzheimer's disease,unknown
hsa_circRNA_405619,Alzheimer's disease,unknown
hsa_circRNA_1837,Atrial fibrillation,unknown
hsa_circRNA_7386,Atrial fibrillation,unknown
hsa_circRNA_7571,Atrial fibrillation,unknown
hsa_circ_100241,Bladder cancer,unknown
hsa_circ_100242,Bladder cancer,miR-145
hsa_circ_100284,Bladder cancer,unknown
hsa_circ_100984,Bladder cancer,unknown
hsa_circ_101303,Bladder cancer,unknown
hsa_circ_104510,Bladder cancer,unknown
hsa_circ_001283,Breast cancer,unknown
hsa_circ_100219,Breast cancer,unknown
hsa_circ_100438,Breast cancer,unknown
hsa_circ_406697,Breast cancer,"hsa-miR-6873-3p, hsa-miR-6833-3p, hsa-miR-6845-3p, hsa-miR-6742-5p, hsa-miR-100-3p"
hsa_circRNA_002178,Breast cancer,unknown
hsa_circRNA_005239,Breast cancer,unknown
hsa_circRNA_074595,Breast cancer,unknown
hsa_circRNA_074598,Breast cancer,unknown
hsa_circRNA_100689,Breast cancer,unknown
hsa_circRNA_100876,Breast cancer,unknown
hsa_circRNA_104864,Breast cancer,unknown
hsa_circRNA_100284,Carcinogenesis,unknown
hsa_circ_103973,Cervical cancer,unknown
hsa_circRNA_101996,Cervical cancer,unknown
hsa_circRNA_006562,Cholesteatoma,unknown
hsa_circRNA_084725,Cholesteatoma,unknown
hsa_circRNA_101458,Cholesteatoma,unknown
hsa_circRNA_102747,Cholesteatoma,unknown
hsa_circRNA_103276,Cholesteatoma,unknown
circ_C5,Chronic hepatitis B,unknown
circ_C9,Chronic hepatitis B,unknown
circ102049,Colorectal cancer,unknown
circ1662,Colorectal cancer,unknown
circRNA CBL.11,Colorectal cancer,unknown
circTBL1XR1,Colorectal cancer,unknown
hsa_circ_100146,Colorectal cancer,unknown
hsa_circRNA_101951,Colorectal cancer,unknown
hsa_circRNA_102958,Colorectal cancer,unknown
hsa_circRNA_004183,Congenital heart disease,unknown
hsa_circRNA_079265,Congenital heart disease,unknown
hsa_circRNA_105039,Congenital heart disease,unknown
hsa-circRNA11806-28,Coronary artery disease,unknown
hsa-circRNA5974-1,Coronary artery disease,unknown
hsa-circRNA6510-1,Coronary artery disease,unknown
circRNA_004662,Crohn disease,unknown
hsa_circ_092520,Crohn disease,unknown
hsa_circRNA_102610,Crohn disease,unknown
hsa_circRNA_103124,Crohn disease,unknown
hsa_circRNA_100918,Depression,unknown
ciRS-7,Esophageal cancer,unknown
hsa_circRNA_001275,Esophageal cancer,unknown
hsa_circRNA_141539,Esophageal cancer,unknown
hsa-circRNA9102-5,Essential hypertension,unknown
hsa_circ_000684,Gastric cancer,unknown
hsa_circRNA_001066,Gastric cancer,unknown
hsa_circRNA_001653,Gastric cancer,unknown
hsa_circRNA_001826,Gastric cancer,unknown
hsa_circRNA_001959,Gastric cancer,unknown
hsa_circRNA_100269,Gastric cancer,unknown
hsa_circRNA_100363,Gastric cancer,unknown
hsa_circRNA_100395,Gastric cancer,unknown
hsa_circRNA_100876,Gastric cancer,unknown
hsa_circRNA_101308,Gastric cancer,unknown
hsa_circRNA_102958,Gastric cancer,unknown
hsa_circRNA_103781,Gastric cancer,unknown
hsa_circRNA_103999,Gastric cancer,unknown
hsa_circRNA_104423,Gastric cancer,unknown
hsa_circRNA_104916,Gastric cancer,unknown
hsa_circRNA_400066,Gastric cancer,unknown
hsa_circRNA_400071,Gastric cancer,unknown
circRNA.1030,Gestational diabetes mellitus,unknown
circRNA.20159,Gestational diabetes mellitus,unknown
circRNA.22054,Gestational diabetes mellitus,unknown
circRNA.33299,Gestational diabetes mellitus,unknown
circRNA.37134,Gestational diabetes mellitus,unknown
circRNA.5333,Gestational diabetes mellitus,unknown
hsa_circ_017051,Glioblastoma,unknown
hsa_circ_01844,Glioblastoma,unknown
hsa_circ_071312,Glioblastoma,unknown
hsa_circ_100085,Glioblastoma,unknown
hsa_circ_101000,Glioblastoma,unknown
hsa_circ_101481,Glioblastoma,unknown
hsa_circ_101755,Glioblastoma,unknown
hsa_circ_102086,Glioblastoma,unknown
hsa_circ_103744,Glioblastoma,unknown
hsa_circ_103852,Glioblastoma,unknown
hsa_circ_104075,Glioblastoma,unknown
hsa_circRNA_036186,Head and neck squamous cell carcinoma,miR-193b-3p
circ_TCF4.85,Hepatocellular carcinoma,unknown
circ-ZEB1.33,Hepatocellular carcinoma,unknown
circRNA7,Hepatocellular carcinoma,unknown
hsa_circ_101141,Hepatocellular carcinoma,unknown
hsa_circ_101368,Hepatocellular carcinoma,unknown
hsa_circ_102166,Hepatocellular carcinoma,unknown
hsa_circ_104718,Hepatocellular carcinoma,unknown
hsa_circRNA_101505,Hepatocellular carcinoma,unknown
hsa_circRNA_104168,Hepatocellular carcinoma,unknown
hsa_circRNA_104769,Hepatocellular carcinoma,unknown
hsa_circRNA_104670,Intervertebral disc degeneration,unknown
hsa_circ_101238,Keloid,unknown
hsa_circ_101396,Leukoaraiosis,unknown
hsa_circ_102470,Leukoaraiosis,unknown
hsa_circ_103783,Leukoaraiosis,unknown
circβ-catenin,Liver cancer,unknown
hsa_circRNA_10156,Liver cancer,unknown
circRNA5430,Lung cancer,unknown
circRNA6783,Lung cancer,unknown
hsa_circ_000881,Lung cancer,unknown
hsa_circ_100565,Lung cancer,unknown
hsa_circRNA_102231,Lung cancer,unknown
hsa_circRNA_401977,Lung cancer,unknown
hsa_circRNA_404833,Lung cancer,unknown
hsa_circ_081881,Myocardial infarction,unknown
hsa_circRNA_102115,Nasopharyngeal carcinoma,unknown
hsa_circ_2149,Nervous inflammatory diseases or immune disorders,unknown
hsa_circRNA_030050,Non-obstructive azoospermia,unknown
hsa_circRNA_072697,Non-obstructive azoospermia,unknown
hsa_circRNA_100812,Non-obstructive azoospermia,unknown
hsa_circRNA_104078,Non-obstructive azoospermia,unknown
hsa_circRNA_402130,Non-obstructive azoospermia,unknown
hsa_circRNA_406168,Non-obstructive azoospermia,unknown
hsa_circ_001569,Non-small cell lung cancer,unknown
hsa_circRNA_103762,Non-small cell lung cancer,unknown
hsa_circRNA_043621,Oral squamous cell carcinoma,unknown
hsa_circRNA_100533,Oral squamous cell carcinoma,hsa-miR-933
hsa_circRNA_102459,Oral squamous cell carcinoma,unknown
circRNA-9119,Osteoarthritis,unknown
hsa_circRNA_000598,Osteoarthritis,unknown
hsa_circRNA_100086,Osteoarthritis,unknown
hsa_circRNA_101178,Osteoarthritis,unknown
hsa_circRNA_101914,Osteoarthritis,unknown
hsa_circRNA_101975,Osteoarthritis,unknown
hsa_circRNA_103387,Osteoarthritis,unknown
hsa_circ_03955,Osteosarcoma,unknown
hsa_circRNA_100241,Osteosarcoma,unknown
hsa_circRNA_100258,Osteosarcoma,unknown
hsa_circRNA_101113,Osteosarcoma,unknown
hsa_circRNA_102049,Osteosarcoma,unknown
hsa_circRNA_102485,Osteosarcoma,unknown
hsa_circRNA_102678,Osteosarcoma,unknown
hsa_circRNA_103110,Osteosarcoma,unknown
hsa_circRNA_103309,Osteosarcoma,unknown
hsa_circRNA_103801,Osteosarcoma,"hsa-miR-370-3p, hsa-miR-338-3p, hsa-miR-877-3p"
hsa_circRNA_104692,Osteosarcoma,unknown
hsa_circRNA_104892,Osteosarcoma,unknown
hsa_circRNA_104980,Osteosarcoma,unknown
circ9119,Ovarian cancer,unknown
hsa_circRNA_100433,Pancreatic cancer,unknown
hsa_circRNA_103390,Pancreatic cancer,unknown
hsa_circ_007293,Papillary thyroid carcinoma,unknown
hsa_circ_020135,Papillary thyroid carcinoma,unknown
hsa_circ_031752,Papillary thyroid carcinoma,unknown
hsa_circRNA_000121,Papillary thyroid microcarcinoma,"hsa-miR-6775-3p, hsa-miR-146b-3p, hsa-miR-3614-3p, hsa-miR-3139, hsa-miR-3064-5p"
hsa_circRNA_000466,Papillary thyroid microcarcinoma,"hsa-miR-888-5p, hsa-miR-372-5p, hsa-miR-607, hsa-miR-500a-5p, hsa-miR-485-5p"
hsa_circRNA_004183,Papillary thyroid microcarcinoma,"hsa-miR-7162-5p, hsa-miR-6875-3p, hsa-miR-516b-3p, hsa-miR-516a-3p, hsa-miR-4687-3p"
hsa_circRNA_102051,Papillary thyroid microcarcinoma,"hsa-miR-302c-3p, hsa-miR-520d-3p, hsa-miR-302b-3p, hsa-miR-302d-3p, hsa-miR-197-5p"
hsa_circRNA_404686,Papillary thyroid microcarcinoma,"hsa-miR-1249-5p, hsa-miR-3916, hsa-miR-6760-5p, hsa-miR-214-3p, hsa-miR-4739"
hsa_circRNA_405571,Papillary thyroid microcarcinoma,"hsa-miR-302c-3p, hsa-miR-520d-3p, hsa-miR-4291, hsa-miR-302b-3p, hsa-miR-302d-3p"
ciRS-126,Polycystic ovary syndrome,unknown
hsa_circ_100571,Primary hepatic carcinoma,unknown
hsa_circ_102032,Primary hepatic carcinoma,unknown
hsa_circ_102347,Primary hepatic carcinoma,hsa-miR-203a-5p
hsa_circ_103096,Primary hepatic carcinoma,unknown
hsa_circ_400031,Primary hepatic carcinoma,hsa-miR-483-5p
hsa_circRNA_001264,Primary Sjogren's Syndrome,unknown
hsa_circRNA_045355,Primary Sjogren's Syndrome,unknown
hsa_circRNA_104121,Primary Sjogren's Syndrome,unknown
circRNA-51217,Prostate cancer,unknown
hsa_circRNA_09585,Pulmonary tuberculosis,unknown
hsa_circRNA_09993,Pulmonary tuberculosis,unknown
hsa_circRNA_13478,Pulmonary tuberculosis,unknown
hsa_circRNA_001287,Renal cell carcinoma,unknown
hsa_circRNA_004183,Repeated implantation failure,unknown
hsa_circRNA_104001,Repeated implantation failure,unknown
hsa_circRNA_104854,Repeated implantation failure,unknown
hsa_circRNA_404686,Repeated implantation failure,unknown
hsa_circ_012091,Silicosis,unknown
hsa_circRNA_001308,Systemic lupus erythematosus,unknown
hsa_circRNA_101413,Systemic lupus erythematosus,unknown
hsa_circRNA_102489,Systemic lupus erythematosus,unknown
hsa_circRNA_407176,Systemic lupus erythematosus,unknown
hsa_circRNA_003251,T2DM with depression,"hsa-miR-4753-3p, hsa-miR-301a-5p, hsa-miR-3191-5p, hsa-miR-6805-5p, hsa-miR-761"
hsa_circRNA_005019,T2DM with depression,"hsa-miR-298, hsa-miR-3155a, hsa-miR-1306-5p, hsa-miR-4460"
hsa_circRNA_100918,T2DM with depression,"hsa-miR-33b-5p, hsa-miR-33a-5p, hsa-miR-148a-5p, hsa-miR-502-5p, hsa-miR-891b"
hsa_circRNA_000367,Thyroid cancer,unknown
hsa_circRNA_000905,Thyroid cancer,unknown
hsa_circRNA_004183,Thyroid cancer,unknown
hsa_circRNA_006050,Thyroid cancer,unknown
hsa_circRNA_019252,Thyroid cancer,unknown
hsa_circRNA_019744,Thyroid cancer,unknown
hsa_circRNA_023016,Thyroid cancer,unknown
hsa_circRNA_066556,Thyroid cancer,unknown
hsa_circRNA_074298,Thyroid cancer,unknown
hsa_circRNA_082319,Thyroid cancer,unknown
hsa_circRNA_089761,Thyroid cancer,unknown
hsa_circRNA_100787,Thyroid cancer,unknown
hsa_circRNA_100790,Thyroid cancer,unknown
hsa_circRNA_101321,Thyroid cancer,unknown
hsa_circRNA_102049,Thyroid cancer,unknown
hsa_circRNA_104270,Thyroid cancer,unknown
hsa_circRNA_404686,Thyroid cancer,unknown
hsa_circRNA_406494,Thyroid cancer,unknown
hsa_circRNA_406841,Thyroid cancer,unknown
hsa_circRNA_25487,Trauma-induced osteonecrosis of femoral head,unknown
hsa_circRNA_004666,Triple negative breast cancer,unknown
hsa_circRNA_004674,Triple negative breast cancer,unknown
hsa_circRNA_007255,Triple negative breast cancer,unknown
hsa_circRNA_089763,Triple negative breast cancer,unknown
hsa_circRNA_104169,Triple negative breast cancer,unknown
hsa_circRNA_405198,Triple negative breast cancer,unknown
hsa_circRNA_405679,Triple negative breast cancer,unknown
hsa_circRNA_091692,Tuberculosis,"hsa-miR-4529-5p, hsa-miR-876-3p, hsa-miR-4480, hsa-miR-6764-3p, hsa-miR-4685-5p"
hsa_circRNA_102296,Tuberculosis,"hsa-miR-578, hsa-miR-429, hsa-miR-449a, hsa-miR-449b-5p, hsa-miR-34c-5p"
hsa_circRNA_103571,Tuberculosis,"hsa-miR-29b-2-5p, hsa-miR-29a-5p, hsa-miR-518c-5p, hsa-miR-214-3p, hsa-miR-16-5p"
hsa_circRNA_100918,Type 2 diabetes mellitus,unknown
hsa-circRNA11806-28,Type 2 diabetes mellitus,unknown
hsa-circRNA6510-1,Type 2 diabetes mellitus,unknown
hsa_circ_403658,Bladder cancer,unknown
cZNF292,Liver cancer,unknown
