circRNA,disease
circ_0007534,Pancreatic cancer
cTFRC,Bladder carcinoma
hsa_circ_0012077,Demyelinating disease
hsa_circ_000595,Breast cancer
circHIPK3,Gallbladder cancer
hsa_circ_0001776,Endometrial cancer
hsa_circ_104916,gastric cancer
circRNA-SMG1.72,Hepatocellular carcinoma
hsa_circ_0017639,Glioblastoma
circSEMA4B,Intervertebral disc degeneration
hsa_circ_0026231,Esophageal cancer
ciRS-7,Nasopharyngeal carcinoma
hsa_circ_0131242,Triple negative breast cancer
hsa_circ_0002715,Rheumatoid arthritis
hsa_circ_0001336,Esophageal cancer
hsa_circ_0004771,Breast cancer
CDR1as,Cholangiocarcinoma
circ-XPO1,Osteosarcoma
hsa_circ_0085428,Proliferative vitreoretinopathy
hsa_circ_0011946,Oral squamous cell carcinoma
hsa_circ_0057342,Keloid
hsa_circ_0068942,Coronary artery disease
CDR1as,Breast cancer
hsa_circ_0008309,Gastric cancer
hsa_circ_0003519,Active pulmonary tuberculosis
hsa_circ_0085019,Pterygium
hsa_circ_0000215,Glioblastoma
hsa_circ_0005576,Cervical cancer
circ-Dnmt1,Breast cancer
circHIPK3,Cholangiocarcinoma
circ_0000388,Cervical cancer
circBIRC6,Non-small cell lung cancer
circ0006916,Lung cancer
hsa_circ_0079891,Hepatocellular carcinoma
circ_0007534,"Glioblastoma,Non small cell Lung Cancer"
hsa_circ_0005795,Basal cell carcinoma
circ_0095812,Glioblastoma
circ_0006404,Gastric cancer
hsa_circ_0005114,Glioma
circ_MYBL2,Multiple myeloma
hsa_circ_0023303,Laryngeal squamous cell carcinoma
circ_0067934,Laryngeal cancer
circCCDC66,Abdominal aortic aneurysm
hsa_circ_0000384,Gastric cancer
ciRS-7,Pulmonary hypertension
hsa_circ_0000512,Prostate cancer
circARHGAP10,Non-small cell lung cancer
hsa_circ_0000615,Hypertension
circC3P1,Kidney cancer
Circ_0136474,Osteoarthritis
hsa_circ_059914,Tuberculosis
circMAN1A2,Oral cancer
hsa_circ_0001947/hsa_circ_000510,Acute myeloid leukemia
hsa_circDNM3OS,Cholangiocarcinoma
hsa_circ_0000154,Gastric cancer
circARPP21,Hepatocellular carcinoma
hsa_circ_0000936,Glioblastoma
hsa_circ_0022383/hsa_circRNA_100833,Basal cell carcinoma
hsa_circ_0000981/hsa_circ_001506,Breast cancer
hsa_circ_005019,T2DM with depression
hsa_circ_0137439,Bladder cancer
hsa_circ_0000285,Bladder cancer
hsa_circ_0001394,Hepatocellular carcinoma
hsa_circ_000466,Ulcerative colitis
hsa_circ_0101308,Cervical cancer
circAkap7,Ischemic stroke
circ_0001730,Glioma
hsa_circ_0001785,Osteosarcoma
hsa_circ_0069234,Intervertebral disc degeneration
hsa_circ_103565,Lung squamous cell carcinoma
hsa_circ_0001955,Colorectal cancer
circRNA4628,Esophageal cancer
hsa_circ_0067934,esophageal squamous cell carcinoma
hsa_circ_0075829/hsa_circRNA_104083,Basal cell carcinoma
circ0043898,Esophageal carcinoma
hsa_circ_0067175,Thoracic aortic dissection
hsa_circ_007148,Papillary thyroid carcinoma
circ_PUM1,Endometrial cancer
circ_0091579,Hepatocellular carcinoma
hsa_circ_0002510,Oral mucosal melanoma
circ_0007534,Osteosarcoma
hsa_circ_0000517,radioresistant esophageal cancer cells
hsa_circ_0002137,Osteosarcoma
hsa_circ_0026579,Pneumonia
hsa_circ_0007013,Laryngeal cancer
hsa_circ_104433,Gastric cancer
hsa_circ_0007841,Multiple myeloma
hsa_circ_0014243,Essential hypertension
hsa_circ_0000284/circHIPK3,Ovarian endometriosis
hsa_circ_0020394,Bladder cancer
hsa_circ_0009128,Lung cancer
hsa_circ_0066135,Uterine leiomyoma
hsa_circ_0000119,Nasopharyngeal carcinoma
hsa_circ_0077837,Ovarian endometriosis
hsa_circ_0000370,Acute myeloid leukemia
circ-GRB10,Intervertebral disc degeneration
hsa_circ_0005273,Bladder cancer
hsa_circ_0032462,Osteosarcoma
hsa_circ_0000517,Multiple sclerosis
hsa_circ_0104541,Tongue squamous cell carcinoma
circ_0000511,Breast cancer
circ_DOCK1,Colorectal cancer
hsa_circRNA_15922,Preeclampsia
circCDK13,colon cancer
hsa_circ_0000944,Gastric cancer
hsa_circ_0071589,Colorectal cancer
circPHC3,Ischemic stroke
hsa_circ_0004050,Non-small cell lung cancer
hsa_circ_404686,Papillary thyroid microcarcinoma
hsa_circ_0006732,Preeclampsia
has_circ11783-2,coronary artery disease
hsa_circ_0005927,Colorectal cancer
hsa_circ_0000592,Gastric carcinoma
circRNA_001937,Tuberculosis
hsa_circ_0072387/hsa_circRNA_103829,Oral squamous cell carcinoma
hsa_circ_0124644,coronary artery disease
hsa_circ_0003204,Atherosclerosis
hsa_circ_0002059,Hypopharyngeal carcinoma
hsa_circ_000013,Cervical cancer
hsa_circ_0008602,Prostate cancer
hsa_circ_0079593,Melanoma
hsa_circ_0072309,Intracranial aneurysm
hsa_circ_0000006,Osteosarcoma
hsa_circ_0003214,Hypopharyngeal carcinoma
hsa_circ_0001801,Glioma
hsa_circ_0003763,Hepatocellular carcinoma
hsa_circ_0003380,Ovarian endometriosis
hsa_circ_0130438,Rheumatoid arthritis
circ_0072088,Esophageal squamous cell carcinoma
hsa_circ_0048559,Epithelial ovarian cancer
circAF4,Leukemia
hsa_circ_0032833,Colorectal cancer
hsa_circ_0001445,Laryngeal cancer
hsa_circ_0031594,Renal cell carcinoma
hsa_circ_0019340,Epithelial ovarian cancer
hsa_circ_0003146,Systemic lupus erythematosus
hsa_circ_0028171,Osteosarcoma
hsa_circ_0043278,Breast cancer
hsa_circ_0000284/circHIPK3,Gastric cancer
hsa_circ_0004662,Hepatocellular carcinoma
hsa_circ_0008003,Non-small cell lung cancer
hsa_circ_0000282,Osteosarcoma
hsa_circ_0005406,Osteoarthritis
hsa_circRNA_104892,Osteosarcoma
hsa_circRNA_100689,Breast cancer
hsa_circ_0001821,Clear cell renal cell carcinoma
hsa_circ_00026,Bladder cancer
hsa_circ_0058230,Gastric cancer
hsa_circ_0001022,Renal cell carcinoma
hsa_circ_0001187/hsa_circ_000341/hsa_circ_0008078,Cervical cancer
hsa_circ_0061351,Proliferative vitreoretinopathy
hsa_circ_0006571,Lung cancer
hsa-circRNA5974-1,Coronary artery disease
hsa_circ_100269,gastric cancer
chr19:5761476-5761630,Glioblastoma
hsa_circ_0134501,Chronic myeloid leukemia
cir-ITCH,Gastric cancer
hsa_circ_0046674,Uterine leiomyoma
hsa_circ_0097391,Steroid-induced osteonecrosis of the femoral head
hsa_circ_0001649/circSHPRH/hsa_circ_001599,Hepatocellular carcinoma
hsa_circ_0003258,Infantile hemangioma
hsa_circ_0043469,Adrenocortical carcinoma
hsa_circ_0001588,Lung adenocarcinoma
circ-ADAM9,Pancreatic cancer
hsa_circ_0061395,Hepatocellular carcinoma
circ_0062491,Periodontitis
hsa_circ_091420,Prostate cancer
hsa_circ_0001742,Tongue squamous cell carcinoma
hsa_circ_0074169,Colon cancer
hsa_circRNA_007255,Triple negative breast cancer
hsa_circ_0007551,Breast cancer
hsa_circ_0004264,Atherosclerosis
hsa_circ_0001313,Non-small cell lung cancer
hsa_circ_0139402,Cholangiocarcinoma
hsa_circRNA_101873,Rheumatoid arthritis
hsa_circ_0058107,hypopharyngeal squamous cell carcinoma
hsa_circ_0001900,Colorectal cancer
hsa_circ_0010220,Osteosarcoma
hsa_circ_0008309,Oral squamous cell carcinoma
hsa_circ_000695,Prostate cancer
hsa_circ_0066529,Coronary heart disease
hsa_circ_0001599,Endometriosis
hsa_circ_0000267,Hepatocellular carcinoma
circ_0030235,Pancreatic ductal adenocarcinoma
CircNRIP1,Ovarian cancer
hsa_circ_0000140,Gastric cancer
CircZNF609,Hepatocellular carcinoma
hsa_circ_0001649,Pancreatic cancer
hsa_circ_0001175,Hepatocellular carcinoma
hsa-circRNA6510-1,Type2 diabetes mellitus
hsa_circ_0081342,Papillary thyroid carcinoma
hsa_circ_0044520,Laryngeal cancer
hsa_circ_0022342,chronic thromboembolic pulmonary hypertension
Circ-UBR1,Breast cancer
hsa_circ_0080189/hsa_circRNA_104370,Basal cell carcinoma
hsa_circ_0000374,Colorectal cancer
hsa_circ_0079993,Colorectal cancer
hsa_circ_000167,esophageal cancer
hsa_circ_101555,Hepatocellular carcinoma
cricRNA-SIPA1L1 ,Osteogenesis
circRNA_0048211,Postmenopausal osteoporosis
circ-ITCH,lung cancer
hsa_circ_0068087/CircSLC8A1-1,Type2 diabetes mellitus
hsa_circ_0000284/circHIPK3,Insulin resistance
hsa_circ_0000523,Colorectal cancer
hsa_circRNA_36159,Breast cancer
hsa_circRNA_023016,Thyroid cancer
hsa_circ_0102722,Glioma
circ-CSPP1,Hepatocellular carcinoma
hsa_circ_0004798,Gastric cancer
hsa_circ_0002052,Osteosarcoma
hsa_circ_0085533,Melanoma
hsa_circ_0006528,breast cancer
hsa_circ_0094342,Non-small cell lung cancer
circ_SMO,Glioblastoma
circ_SEPT9,Oral squamous cell carcinoma
circ_20403,Osteosarcoma
hsa_circ_0000119,Thyroid cancer
hsa_circRNA_103477,Gastric cancer
hsa_circ_0002007,Breast cancer
hsa_circ_0002089,Gastric cancer
hsa_circ_0025033,Non-small cell lung cancer
circ-HIPK2,Acute promyelocytic leukemia
hsa_circ_0000677/hsa_circ_001569/circABCC,Osteosarcoma
hsa_circ_0003838,Breast cancer
hsa_circ_0003391,Postmenopausal Osteoporosis
circRNA_100367,Esophageal squamous cell carcinoma
hsa_circ_0023942,Polycystic ovary syndrome
hsa_circ_0104204,Acute myeloid leukemia
hsa_circ_0037251,Glioma
hsa_circ_0002632,Oral squamous cell carcinoma
circPSMC3,Osteoarthritis
hsa_circRNA_401977,Lung cancer
hsa_circ_0000745,gastric cancer
has_circ-000684,Gastric cancer
hsa_circ_0006294,Hepatocellular carcinoma
hsa_circ_0021553,Breast cancer
hsa_circ_0081146,Gastric cancer
circRNA_001937,Esophageal cancer
hsa_circ_0006332,Acute myeloid leukemia
hsa_circ_0102722,Bladder cancer
circ_0079593,Glioma
circIRAK3,Breast cancer
hsa_circ_100084,Hepatocellular carcinoma
circ_LARP4,Breast cancer
hsa_circ_0018900,Oral mucosal melanoma
hsa_circ_0084043,Malignant melanoma
hsa_circ_0000317,Tongue squamous cell carcinoma
hsa_circ_091692,Tuberculosis
circDENND4C,Breast cancer
hsa_circ_0035483,Prostate cancer
circATXN7,Gastric cancer
hsa_circ_0089378,Coronary artery disease
hsa_circ_0004680,Colorectal cancer
hsa_circ_0022392/hsa_circRNA_100834,Basal cell carcinoma
circ-ZNF609,Cervical cancer
hsa_circ_0008922,Type 2 diabetes mellitus
circGLCE,Intervertebral disc degeneration
hsa_circ_0017446,acute myeloid leukemia
hsa_circ_0013549,Ovarian cancer
hsa_circ_0000615,Nasopharyngeal carcinoma
hsa_circ_0056616,Lung adenocarcinoma
hsa_circ_0003119,Breast cancer
circEXOC7,Renal cell carcinoma
hsa_circ_0000792,Lung adenocarcinoma
hsa_circ_0046599,Systemic lupus erythematosus
hsa_circ_0000098,Breast cancer
hsa_circ_0109952,Glioblastoma
hsa_circ_0005875,Clear cell renal cell carcinoma
hsa_circ_0018293,Breast cancer
hsa_circ_0001819,Non-small cell lung cancer
ciRS-7,Lung cancer
hsa_circRNA_102958,Gastric cancer
hsa_circ_0041732,Gastric cancer
hsa_circ_0001946,Prostate cancer
hsa_circ_0001626,Acute pancreatitis
Circ-DENND4C,Hepatocellular carcinoma
hsa_circ_0001649,Osteosarcoma
hsa_circ_0000284/circHIPK3,Oral squamous cell carcinoma
hsa_circ_0000142,Multiple myeloma
hsa_circ_0014130,Non-small cell lung cancer
hsa_circ_0041946,intervertebral disc degeneration
circCDR1as,Non-small cell lung cancer
circHIPK3,Immunosenescence
circKRT7,Ovarian cancer
hsa_circRNA_000367,Thyroid cancer
hsa_circ_104075,Glioblastoma
circETFA,Breast cancer
hsa_circRNA_104433,Gastric cancer
hsa_circ_0002111,Hepatocellular carcinoma
chr15:55640530–55640923,Acute ischemic stroke
Circ_0020123,Non-small cell lung cancer
hsa_circ_0005273,Colorectal cancer
circABCC4,Breast cancer
circCSNK1G1,Osteoarthritis
hsa_circ_0000670,Gastric cancer
hsa_circ_0008297,Tuberculosis
Hsa_circ_0025202,Breast cancer
circCCDC66,Cervical cancer
cZNF292,Hypoxia
chr7:154954255-154998784+,Pancreatic cancer
circDLGAP4,Lung cancer
hsa_circ_0005519,Asthma
hsa_circ_0000345,Atherosclerosis
has_circ-0007766,Gastric carcinoma
hsa_circ_0092516,Osteoarthritis
hsa_circ_000984/hsa_circ_0001724,Non-small cell lung cancer
hsa_circ_0091702,Intervertebral disc degeneration
hsa_circRNA_104804,Gastric cancer
circ_0008928,Non-small cell lung cancer
hsa_circ_15226,Hepatocellular carcinoma
hsa_circ_0102958,Ovarian cancer
hsa_circ_001959,gastric cancer
hsa_circ_0028883,Tuberculosis
hsa_circRNA_100338,Hepatocellular carcinoma
circ-MAT2B,Gastric cancer
Circ_0009910,Chronic myeloid leukemia
hsa_circ_0089548,gastric cancer
circ_0005230,Cholangiocarcinoma
cZNF609,Glioma
hsa_circ_0001550,Colorectal cancer
circMDM2,Oral squamous cell carcinoma
hsa_circRNA_402565,Ventricular septal defect
hsa_circ_0067934,Thyroid cancer
hsa_circ_0133159,Glioblastoma
hsa_circ_0001326,Preeclampsia
circ_0005230,Breast cancer
hsa_circ_0000190,Osteosarcoma
SCD-circRNA 2,Hepatocellular carcinoma
hsa_circ_0001312,Hypopharyngeal carcinoma
hsa_circ_0000140,Oral squamous cell carcinoma
CircRSF1,Atherosclerosis
hsa_circ_101308,stage III gastric cancer
circ-DLGAP4,Acute ischemic stroke
hsa_circ_0004350,Lung cancer
has_circ9102-5,Essential hypertension
hsa_circ_0015310,Pterygium
hsa_circ_0021549,Systemic lupus erythematosus
hsa_circ_0001727,Bladder cancer
hsa_circ_0082182,Colorectal cancer
hsa_circ_0001445,Glioblastoma
hsa_circ_0071036,Pancreatic cancer
circELP3,Bladder cancer
hsa_circ_001066,Gastric cancer
hsa_circ_0008285,Multiple myeloma
hsa_circ_0020101,Proliferative vitreoretinopathy
hsa_circ_0000128,Pancreatic cancer
circ-Foxo3,cancer
hsa_circ_0002113,Pulmonary tuberculosis
hsa_circRNA_103124,Crohn disease
hsa_circ_100242,Bladder cancer
hsa_circRNA_003251,T2DM with depression
hsa_circ_0074990,Gastric cancer
hsa_circ_0001417/hsa_circ_001160,Glioblastoma
hsa_circ_0141940,Non-small cell lung cancer
hsa_circ_0061012,Psoriasis
hsa_circ_0087960,Bladder cancer
hsa_circ_0043579,Uterine leiomyoma
circRNA_7,Hepatocellular carcinoma
hsa_circ_0062558,Breast cancer
hsa_circ_0049224,Systemic lupus erythematosus
circ_0000218,Laryngeal squamous cell carcinoma
hsa_circ_0049658,Glioblastoma
hsa_circ_104916,stage III gastric cancer
hsa_circRNA_25487,Trauma-induced osteonecrosis of femoral head
hsa_circ_0026134,Ovarian cancer
Circ_0000527,Retinoblastoma
hsa_circ_0058058,Non-obstructive azoospermia
hsa_circ_22824,Glioblastoma
hsa_circ_0007299,Endometriosis
hsa_circ_0001264,Acute myeloid leukemia
hsa_circ_000839,Gastric cancer
circMYLK,Bladder carcinoma
hsa_circ_0020397,Colorectal cancer
hsa_circ_104510,Bladder cancer
circFoxp1,Epithelial ovarian cancer
hsa_circ_102049,Pancreatic cancer
hsa_circ_0000615,Nasopharyngeal cancer
hsa_circ_0011460,Preeclampsia
hsa_circ_0014961,Breast cancer
hsa_circRNA_100395,Gastric cancer
hsa_circ_0001772,Cervical cancer
hsa_circ_0006404,Prostate cancer
hsa_circ_001569,Colorectal cancer
hsa_circ_0008016,Papillary thyroid carcinoma
circPPM1F,Type 1 diabetes mellitus
circ_0003645,Atherosclerosis
circ_0007059,Lung cancer
circMTO1,Gastric cancer
hsa_circ_0076305,Gastric cancer
hsa_circ_0012737,Preeclampsia
hsa_circRNA_103801,Osteosarcoma
hsa_circ_0077425,Osteoarthritis
hsa_circ_0067934,Thyroid carcinoma
hsa_circ_000792,gastric cancer
hsa_circ_0015756,Ovarian cancer
hsa_circ_0082415,Retinoblastoma
hsa_circ_100721,Thyroid cancer
cir-GLI2,Osteosarcoma
hsa_circ_0024108,Glioma
hsa_circ_0006156,Papillary thyroid carcinoma
hsa_circ_0006168,Esophageal squamous cell carcinoma
circEPSTI1,Non-small cell lung cancer
hsa_circ_0000677,Colorectal cancer
hsa_circ_102556,Lung squamous cell carcinoma
circBMPR2,Breast cancer
hsa_circ_0008305,Hepatocellular carcinoma
ciRS-7,colorectal cancer
hsa_circ_000367,hepatic steatosis
CDR1as/ciRS-7/hsa_circ_0001946,Esophageal cancer
hsa_circ_0000370,Colorectal cancer
hsa_circ_0063411,Amyotrophic lateral sclerosis
hsa_circ_0002023,Non-obstructive azoospermia
circRAB11FIP1,Ovarian cancer
hsa_circRNA_004662,Papillary thyroid carcinoma
hsa_circ_0025908,Oral mucosal melanoma
CircPIP5K1A,Glioma
hsa_circ_0000735,Non-small cell lung cancer
hsa_circ_0034642,Glioma
hsa_circ_0008045,Non-obstructive azoospermia
hsa_circ_0001946,Gastric cancer
hsa_circ_0075828,Bladder cancer
hsa_circ_0004104,Gastric cancer
circRNA_100876,Esophageal cancer
hsa_circ_0033351,Hepatocellular carcinoma
hsa_circ_0006633,gastric cancer
hsa_circ_0007445,Preeclampsia
hsa_circ_0007762,Hepatocellular carcinoma
hsa_circ_0007874,Lung cancer
hsa_circ_0142527,Colorectal cancer
hsa_circ_0026359,Gastric cancer
hsa_circ_001569,Osteosarcoma
hsa_circ_0072309,Non-small cell lung cancer
hsa_circRNA_001653,Gastric cancer
circ_0014130,Lung cancer
circRNA.1030,Gestational diabetes mellitus
hsa_circ_0040414,Heart failure
hsa_circ_102116,Papillary thyroid microcarcinoma
hsa_circ_104348,Hepatocellular carcinoma
hsa_circ_0000981,Breast cancer
circ-FARSA,Colorectal cancer
hsa_circ_0021347,Osteosarcoma
hsa_circ_0092276,Breast cancer
hsa_circ_0011385,Non-small cell lung cancer
cZNF292,hypoxia
hsa_circ_0007766,Lung cancer
CDR1as/ciRS-7/hsa_circ_0001946,Cholangiocarcinoma
hsa_circ_0058097,Parathyroid adenoma
hsa_circ_0091702,Pneumonia
hsa_circ_0031978,Pterygium
hsa_circ_0000515,Breast cancer
hsa_circRNA_030050,Non-obstructive azoospermia
circRBPMS,Bladder cancer
circ_0085289,Periodontitis
CircATP5SL,Haemangiomas
hsa_circ_0006101,Osteosarcoma
CDR1as/ciRS-7/hsa_circ_0001946,Breast cancer
hsa_circ_0004872,Atherosclerosis
circCNOT6L,Esophageal squamous cell carcinoma
hsa_circRNA_404833,Lung cancer
hsa_circ_0076704,Bladder cancer
hsa_circ_0083964,Rheumatoid arthritis
hsa_circ_0004712,Rheumatoid arthritis
hsa_circ_0007976,Tongue squamous cell carcinoma
circPOSTN,Glioma
CircPRMT5,Papillary thyroid carcinoma
hsa_circ_0010090,Hepatocellular carcinoma
hsa_circ_0007059,Postmenopausal osteoporosis
hsa_circRNA_101321,Thyroid cancer
hsa_circ_103334,rheumatoid arthritis
hsa_circ_0039457,Acute ischemic stroke
Circ-KRT6C,Colorectal cancer
hsa_circ_0005615,Tongue squamous cell carcinoma
Circ_0000140,Oral squamous cell carcinoma
circRNA-FoxO1,Myopia
hsa_circ_0001313,Pancreatic cancer
hsa_circ_0000615,Lupus nephritis
hsa_circ_0113854,Coronary artery disease
hsa_circ_0127621,Diffuse large B-cell lymphoma
circ_0067934,Cervical cancer
hsa_circ_0040865,Renal cell carcinoma
hsa_circ_001436,Melanoma
hsa_circ_0087862,Esophageal cancer
circPCNX,Hepatocellular carcinoma
hsa_circ_0005397,Pancreatic cancer
hsa_circ_0000835,Nonfunctioning pituitary adenomas
circ-ITCH,hepatocellular carcinoma
cTHSD1,hypoxia
circPVT1,Breast cancer
hsa_circ_0001821,Lung cancer
circ-ZFR,Gastric cancer
circ_SMAD4,Gastric cancer
CircWAC,Triple negative breast cancer
hsa_circ_006054,breast cancer
hsa_circ_0018069,Bladder cancer
hsa_circ_0000598,Colorectal cancer
hsa_circ_0009065,Pancreatic cancer
hsa_circ_046843,Papillary thyroid carcinoma
hsa_circ_0102446,Acute myeloid leukemia
circRNA3706,Esophageal cancer
hsa_circ_0029426,Glioblastoma
hsa_circ_0075828,Basal cell carcinoma
hsa_circRNA_101252,Nasopharyngeal carcinoma
hsa_circ_0001038,Cervical cancer
hsa_circ_0000907,Breast cancer
hsa_circ_0005949,Colorectal cancer
Circ_0003998,Hepatocellular carcinoma
hsa_circ_0000977/hsa_circ_001918,Pancreatic cancer
hsa_circ_0015260,Osteoarthritis
hsa_circ_101720,Moyamoya disease
hsa_circ_01619,Hypertension
hsa_circ_0012673,Lung cancer
hsa_circ_0001368,Renal cell carcinoma
hsa_circ_0001439,Lung cancer
circ_ASAP2,Gastric cancer
circZRANB1,Glaucoma
hsa_circ_0014130,Lung adenocarcinoma
circ_0014717,gastric cancer
hsa_circ_0044722,Intervertebral disc degeneration
hsa_circ_0045714,Osteoarthritis
hsa_circ_0072387,Basal cell carcinoma
circVAPA,Hepatocellular carcinoma
hsa_circ_0131980,Glioblastoma
hsa_circ_0001189,hypopharyngeal squamous cell carcinoma
circNRIP1,Gastric cancer
hsa_circ_0000284,Coronary heart disease
hsa_circ_0054660,Intervertebral disc degeneration
hsa_circ_104852,Lung squamous cell carcinoma
hsa_circ_0017841,Breast cancer
circ_0007766,Lung cancer
hsa_circRNA_103762,Non-small cell lung cancer
hsa_circ_0000615,Lung cancer
hsa_circ_0001721,Prostate cancer
CDR1as,Non-small cell lung cancer
hsa_circ_0000714,Ovarian cancer
hsa_circRNA_17558,Rheumatic heart disease
circNT5E,Non-small cell lung cancer
hsa_circ_0003528,Tuberculosis
hsa_circ_0058792,Clear cell renal cell carcinoma
hsa_circ_0003221,Gastric carcinoma
hsa_circ_0006948,Esophageal squamous cell carcinoma
hsa_circ_0005538,Pulmonary tuberculosis
hsa_circ_0001204,Postmenopausal osteoporosis
hsa_circ_0004062,Lung cancer
hsa_circ_0006404,Gastric cancer
hsa_circ_0044519,Laryngeal cancer
hsa_circ_0003570,Ovarian endometriosis
hsa_circ_0043532,Polycystic ovary syndrome
hsa_circRNA_100641,Gastric cancer
hsa_circ_0054345,Radiation-induced liver fibrosis
hsa_circ_0008433,Endometriosis
Circ_0067934,Laryngeal squamous cell cancer
circHIPK3,Non-small cell lung cancer
hsa_circ_0054722,Nonfunctioning pituitary adenomas
hsa_circ_0024108,Hypopharyngeal carcinoma
hsa_circ_0020707,Breast cancer
hsa_circ_0032891,Multiple system atrophy
hsa_circ_0067934,Esophageal cancer
hsa_circ_0000284/circHIPK3,Cardiac hypertrophy
hsa_circ_0000284,Prostate cancer
chr7:154954255-154998784,Pancreatic cancer
hsa_circ_0001445,Cervical cancer
hsa_circ_0003789,Gastric cancer
circBRAF,Glioma
circHIPK3,Preeclampsia
circRNA.33299,Gestational diabetes mellitus
hsa_circ_0122683,Papillary thyroid carcinoma
hsa_circ_001242,Oral squamous cell carcinoma
hsa_circRNA_100709,Ventricular septal defect
hsa_circ_0000376,Non-small cell lung cancer
hsa_circ_0015326,Ovarian cancer
circ_0000231,Colorectal cancer
hsa_circ_0005046,Osteosarcoma
hsa_circ_0062459,Esophageal cancer
hsa_circ_102958,Colorectal cancer
hsa_circ_0001821,Esophageal cancer
hsa_circ_0119872,Uveal melanoma
hsa_circ_0000654,Esophageal cancer
hsa_circRNA_004674,Triple negative breast cancer
hsa_circRNA_001308,Systemic lupus erythematosus
hsa_circ_100918,T2DM with depression
hsa_circ_0001204,Tuberculosis
circ_0005273,Colorectal cancer
hsa_circ_000684,Pancreatic cancer
circRACGAP1,Gastric cancer
hsa_circ_0001649/circSHPRH/hsa_circ_001599,Non-small cell lung cancer
hsa_circ_0003528,Cutaneous squamous cell carcinoma
hsa_circ_102533,leukoaraiosis
hsa_circ_0001795,Postmenopausal osteoporosis
ciRS-7,Coronary heart disease
hsa_circ_101419,esophageal cancer
hsa_circ_0067934,Breast cancer
hsa_circ_0040824,Inflammatory response
hsa_circ_0000745/hsa_circ_000013,Cervical cancer
hsa_circ_0000732,breast cancer
circ_ARHGAP26,Gastric cancer
hsa_circ_0033074,Nasopharyngeal carcinoma
hsa_circ_0060144,Cholangiocarcinoma
hsa_circ_0008225,Glioblastoma
circTNPO3,Ovarian cancer
hsa_circ_0000372,Colorectal cancer
hsa_circ_0000257,Prostate cancer
hsa_circ_0040103,Proliferative vitreoretinopathy
circ_0072088,Papillary thyroid carcinoma
hsa_circ_0000527,Retinoblastoma
hsa_circ_0000144,Gastric cancer
hsa_circ_0069765,Gastrointestinal stromal tumour
hsa_circ_0046449/hsa_circRNA_102246,Basal cell carcinoma
hsa_circ_23587,Glioblastoma
hsa_circ_0001821,Breast cancer
circ1662,Colorectal cancer
hsa_circ_0001162,Oral squamous cell carcinoma
hsa_circ_0000775,Alzheimer's disease
hsa_circ_0072995,Breast cancer
hsa_circ_0100759,Acute myeloid leukemia
hsa_circ_0001687,Parathyroid carcinoma
hsa_circ_0082003,Non-small cell lung cancer
CircABCC3,Glioblastoma
circ_0020123,Non-small cell lung cancer
circ_0003645,Non-small cell lung cancer
hsa_circ_0000517,Hepatocellular carcinoma
circ-Foxo3,breast carcinoma
hsa_circ_0123629,Hepatocellular carcinoma
chr5:158368701-158368987,Bladder cancer
circNFATC3,Hepatocellular carcinoma
hsa_circ_0030235,Pancreatic cancer
ciRS-7,Prostate cancer
cir-ITCH,Colorectal cancer
hsa_circRNA_103276,Cholesteatoma
circRBM33,Cervical cancer
circRNA904,Esophageal cancer
hsa_circ_0011269,Osteoporosis
hsa_circ_0087653,Pterygium
circPHIP,Oral squamous cell carcinoma
hsa_circ_0001895,Gastric cancer
hsa_circ_0021977,Colorectal cancer
hsa_circ_0008287,Hypopharyngeal carcinoma
hsa_circ_0043278,Non-small cell lung cancer
hsa_circRNA_103309,Osteosarcoma
circRNA_100269,Gastric cancer
cZNF292,Esophageal cancer
hsa_circ_0003732,Osteosarcoma
hsa_circRNA_006050,Thyroid cancer
hsa_circ_0001946,Ovarian cancer
hsa_circ_0005035,Lung cancer
hsa_circ_0030632,Colorectal cancer
hsa_circ_0005105,Osteoarthritis
hsa_circ_0007444,Gastric cancer
hsa_circ_0014717,Colorectal cancer
hsa_circ_0126897,Colorectal cancer
circ_0079593,Malignant melanoma
hsa_circRNA_102610,Crohn disease
circRNA9777,Esophageal cancer
hsa_circ_0003855,Gastric cancer
hsa_circ_001640,Nonfunctioning pituitary adenomas
hsa_circ_0041946,Intervertebral disc degeneration
hsa_circ_104689,breast cancer
hsa_circ_103903,Premature ovarian insufficiency
circGSK3B,Hepatocellular carcinoma
hsa_circ_0092374,Systemic lupus erythematosus
circABCB10,Lung cancer
hsa_circ_0128332,Lung cancer
hsa_circ_0064840,Pterygium
hsa_circ_0100783,Immunosenescence
hsa_circRNA_0056616,Lung cancer
hsa_circ_0060108,Gastric cancer
circ_0006948,Esophageal squamous cell carcinoma
CDR1as,Bladder cancer
hsa_circ_0008509,Colorectal cancer
hsa_circ_0000285,Cervical cancer
hsa_circ_103827,Lung squamous cell carcinoma
hsa_circ_0000080,Glioma
hsa_circ_0007386,Cervical cancer
CDR1as,Triple negative breast cancer
circRNA_004662,Papillary thyroid carcinoma
Circular RNA 100146,Colorectal cancer
hsa_circ_0061052,Chronic obstructive pulmonary disease
circ_STK24,Temporal Lobe Epilepsy
hsa_circ_0070934,Cutaneous squamous cell carcinoma
hsa_circ_0059354,Laryngeal squamous cell carcinoma
hsa_circ_0001546,Bladder urothelial carcinoma
circGLIS2,Colorectal cancer
